PostOffice,Postcode,State
Melaka,75612,Melaka
Melaka,75606,Melaka
Melaka,75618,Melaka
Melaka,75620,Melaka
Melaka,75626,Melaka
Melaka,75622,Melaka
Melaka,75646,Melaka
Melaka,75630,Melaka
Melaka,75628,Melaka
Melaka,75632,Melaka
Melaka,75648,Melaka
Melaka,75662,Melaka
Melaka,75672,Melaka
Melaka,75676,Melaka
Melaka,75670,Melaka
Melaka,75674,Melaka
Melaka,75673,Melaka
Melaka,75690,Melaka
Melaka,75700,Melaka
Melaka,75710,Melaka
Melaka,75720,Melaka
Melaka,75730,Melaka
Melaka,75740,Melaka
Melaka,75750,Melaka
Melaka,75760,Melaka
Melaka,75902,Melaka
Melaka,75900,Melaka
Melaka,75904,Melaka
Melaka,75910,Melaka
Melaka,75908,Melaka
Melaka,75906,Melaka
Melaka,75916,Melaka
Melaka,75914,Melaka
Melaka,75918,Melaka
Melaka,75912,Melaka
Melaka,75990,Melaka
Durian Tunggal,76100,Melaka
Durian Tunggal,76109,Melaka
Kem Trendak,76200,Melaka
Sungai Udang,76300,Melaka
Tanjong Kling,76400,Melaka
Tanjong Kling,76409,Melaka
Melaka,76450,Melaka
Melaka ,76450,Melaka
Jasin,77000,Melaka
Jasin,77008,Melaka
Jasin,77009,Melaka
Jasin,77007,Melaka
Asahan,77100,Melaka
Asahan,77109,Melaka
Bemban,77200,Melaka
77200,Melaka,
Merlimau,77300,Melaka
Merlimau,77309,Melaka
Sungai Rambai,77409,Melaka
Sungai Rambai,77400,Melaka
Selandar,77500,Melaka
Alor Gajah,78009,Melaka
Alor Gajah,78000,Melaka
Alor gajah,78000,Melaka
Alor GAjah,78000,Melaka
78000,Melaka,
Lubok China,78100,Melaka
Kuala Sungai Baru,78200,Melaka
Masjid Tanah,78307,Melaka
Masjid Tanah,78309,Melaka
Masjid Tanah,78300,Melaka
Iskandar Puteri,79000,Johor
Iskandar Puteri,79050,Johor
Iskandar Puteri,79100,Johor
Iskandar Puteri,79150,Johor
Iskandar Puteri,79200,Johor
Iskandar Puteri,79250,Johor
Iskandar Puteri,79505,Johor
Iskandar Puteri,79511,Johor
Iskandar Puteri,79503,Johor
Iskandar Puteri,79517,Johor
Iskandar Puteri,79513,Johor
Iskandar Puteri,79502,Johor
Iskandar Puteri,79514,Johor
Iskandar Puteri,79504,Johor
Iskandar Puteri,79523,Johor
Iskandar Puteri,79521,Johor
Iskandar Puteri,79518,Johor
Iskandar Puteri,79520,Johor
Iskandar Puteri,79532,Johor
Iskandar Puteri,79538,Johor
Iskandar Puteri,79540,Johor
Iskandar Puteri,79546,Johor
Iskandar Puteri,79548,Johor
Iskandar Puteri,79555,Johor
Iskandar Puteri,79550,Johor
Iskandar Puteri,79552,Johor
Iskandar Puteri,79570,Johor
Iskandar Puteri,79575,Johor
Iskandar Puteri,79576,Johor
Iskandar Puteri,79592,Johor
Iskandar Puteri,79601,Johor
Iskandar Puteri,79603,Johor
Iskandar Puteri,79605,Johor
Iskandar Puteri,79606,Johor
Iskandar Puteri,79612,Johor
Iskandar Puteri,79626,Johor
Iskandar Puteri,79630,Johor
Iskandar Puteri,79632,Johor
Iskandar Puteri,79646,Johor
Iskandar Puteri,79658,Johor
Iskandar Puteri,79660,Johor
Iskandar Puteri,79680,Johor
Iskandar Puteri,79683,Johor
Iskandar Puteri,79681,Johor
Johor Bahru,80000,Johor
Johor Bahru,80050,Johor
Johor Bahru,80100,Johor
Johor Bahru,80150,Johor
Johor Bahru,80200,Johor
Johor Bahru,80250,Johor
Johor Bahru,80300,Johor
Johor Bahru,80350,Johor
Johor Bahru,80400,Johor
Johor Bahru,80500,Johor
Johor Bahru,80508,Johor
Johor Bahru,80506,Johor
Johor Bahru,80516,Johor
Johor Bahru,80519,Johor
Johor Bahru,80536,Johor
Johor Bahru,80534,Johor
Johor Bahru,80542,Johor
Johor Bahru,80546,Johor
Johor Bahru,80558,Johor
Johor Bahru,80560,Johor
Johor Bahru,80568,Johor
Johor Bahru,80564,Johor
Johor Bahru,80578,Johor
Johor Bahru,80584,Johor
Johor Bahru,80586,Johor
Johor Bahru,80596,Johor
Johor Bahru,80594,Johor
Johor Bahru,80592,Johor
Johor Bahru,80604,Johor
Johor Bahru,80590,Johor
Johor Bahru,80600,Johor
Johor Bahru,80608,Johor
Johor Bahru,80620,Johor
Johor Bahru,80622,Johor
Johor Bahru,80628,Johor
Johor Bahru,80644,Johor
Johor Bahru,80648,Johor
Johor Bahru,80662,Johor
Johor Bahru,80664,Johor
Johor Bahru,80668,Johor
Johor Bahru,80670,Johor
Johor Bahru,80673,Johor
Johor Bahru,80672,Johor
Johor Bahru,80676,Johor
Johor Bahru,80700,Johor
Johor Bahru,80710,Johor
Johor Bahru,80720,Johor
Johor Bahru,80730,Johor
Johor Bahru,80902,Johor
Johor Bahru,80904,Johor
Johor Bahru,80908,Johor
Johor Bahru,80900,Johor
Johor Bahru,80906,Johor
Johor Bahru,80988,Johor
Kulai,81000,Johor
Johor Bahru,80990,Johor
Johor Bahru,81100,Johor
Johor Bahru,81200,Johor
Johor Bahru,81300,Johor
Johor Bahru,81310,Johor
Senai,81400,Johor
Bandar Tenggara,81440,Johor
Gugusan Taib Andak,81450,Johor
Pekan Nenas,81500,Johor
Gelang Patah,81550,Johor
Pulau Satu,81550,Johor
Pengerang,81600,Johor
Pasir Gudang,81700,Johor
Masai,81750,Johor
Ulu Tiram,81800,Johor
Layang-Layang,81850,Johor
Kota Tinggi,81900,Johor
Bandar Penawar,81930,Johor
Ayer Tawar 2,81920,Johor
Pontian,82000,Johor
Ayer Baloi,82100,Johor
Benut,82200,Johor
Kukup,82300,Johor
Batu Pahat,83000,Johor
Rengit,83100,Johor
Senggarang,83200,Johor
Seri Gading,83300,Johor
Seri Medan,83400,Johor
Parit Sulong,83500,Johor
Semerah,83600,Johor
Yong Peng,83700,Johor
Muar,84000,Johor
Parit Jawa,84150,Johor
Muar,84200,Johor
Bukit Pasir,84300,Johor
Sungai Mati,84400,Johor
Panchor,84500,Johor
Pagoh,84600,Johor
Gerisek,84700,Johor
Bukit Gambir,84800,Johor
Tangkak,84900,Johor
Segamat,85000,Johor
Batu Anam,85100,Johor
Jementah,85200,Johor
Labis,85300,Johor
Chaah,85400,Johor
Kluang,86000,Johor
Ayer Hitam,86100,Johor
Simpang Rengam,86200,Johor
Rengam,86300,Johor
Parit Raja,86400,Johor
Bekok,86500,Johor
Paloh,86600,Johor
Kahang,86700,Johor
Mersing,86800,Johor
Mersing,86810,Johor
Endau,86900,Johor
Labuan,87000,WP Labuan
Labuan,87012,WP Labuan
Labuan,87010,WP Labuan
Labuan,87014,WP Labuan
Labuan,87017,WP Labuan
Labuan,87018,WP Labuan
Labuan,87016,WP Labuan
Labuan,87011,WP Labuan
Labuan,87013,WP Labuan
Labuan,87015,WP Labuan
Labuan,87019,WP Labuan
Labuan,87022,WP Labuan
Labuan,87024,WP Labuan
Labuan,87020,WP Labuan
Labuan,87021,WP Labuan
Labuan,87028,WP Labuan
Labuan,87025,WP Labuan
Labuan,87029,WP Labuan
Labuan,87026,WP Labuan
Labuan,87027,WP Labuan
Labuan,87023,WP Labuan
Labuan,87033,WP Labuan
Labuan,87030,WP Labuan
Labuan,87032,WP Labuan
Labuan,87031,WP Labuan
Kota Kinabalu,88000,Sabah
Kota Kinabalu,88100,Sabah
Kota Kinabalu,88200,Sabah
Kota Kinabalu,88300,Sabah
Kota Kinabalu,88400,Sabah
Kota Kinabalu,88450,Sabah
Kota Kinabalu,88460,Sabah
Kota Kinabalu,88502,Sabah
Kota Kinabalu,88500,Sabah
Kota Kinabalu,88504,Sabah
Kota Kinabalu,88505,Sabah
Kota Kinabalu,88506,Sabah
Kota Kinabalu,88508,Sabah
Kota Kinabalu,88512,Sabah
Kota Kinabalu,88514,Sabah
Kota Kinabalu,88510,Sabah
Kota Kinabalu,88516,Sabah
Kota Kinabalu,88518,Sabah
Kota Kinabalu,88520,Sabah
Kota Kinabalu,88526,Sabah
Kota Kinabalu,88532,Sabah
Kota Kinabalu,88540,Sabah
Kota Kinabalu,88538,Sabah
Kota Kinabalu,88527,Sabah
Kota Kinabalu,88546,Sabah
Kota Kinabalu,88534,Sabah
Kota Kinabalu,88552,Sabah
Kota Kinabalu,88550,Sabah
Kota Kinabalu,88551,Sabah
Kota Kinabalu,88554,Sabah
Kota Kinabalu,88556,Sabah
Kota Kinabalu,88560,Sabah
Kota Kinabalu,88558,Sabah
Kota Kinabalu,88562,Sabah
Kota Kinabalu,88564,Sabah
Kota Kinabalu,88568,Sabah
Kota Kinabalu,88566,Sabah
Kota Kinabalu,88576,Sabah
Kota Kinabalu,88570,Sabah
Kota Kinabalu,88572,Sabah
Kota Kinabalu,88580,Sabah
Kota Kinabalu,88582,Sabah
Kota Kinabalu,88586,Sabah
Kota Kinabalu,88590,Sabah
Kota Kinabalu,88592,Sabah
Kota Kinabalu,88594,Sabah
Kota Kinabalu,88596,Sabah
Kota Kinabalu,88598,Sabah
Kota Kinabalu,88600,Sabah
Kota Kinabalu,88604,Sabah
Kota Kinabalu,88602,Sabah
Kota Kinabalu,88608,Sabah
Kota Kinabalu,88609,Sabah
Kota Kinabalu,88610,Sabah
Kota Kinabalu,88606,Sabah
Kota Kinabalu,88612,Sabah
Kota Kinabalu,88614,Sabah
Kota Kinabalu,88621,Sabah
Kota Kinabalu,88617,Sabah
Kota Kinabalu,88618,Sabah
Kota Kinabalu,88620,Sabah
Kota Kinabalu,88626,Sabah
Kota Kinabalu,88628,Sabah
Kota Kinabalu,88632,Sabah
Kota Kinabalu,88630,Sabah
Kota Kinabalu,88634,Sabah
Kota Kinabalu,88622,Sabah
Kota Kinabalu,88624,Sabah
Kota Kinabalu,88644,Sabah
Kota Kinabalu,88646,Sabah
Kota Kinabalu,88648,Sabah
Kota Kinabalu,88658,Sabah
Kota Kinabalu,88656,Sabah
Kota Kinabalu,88661,Sabah
Kota Kinabalu,88660,Sabah
Kota Kinabalu,88662,Sabah
Kota Kinabalu,88672,Sabah
Kota Kinabalu,88675,Sabah
Kota Kinabalu,88670,Sabah
Kota Kinabalu,88673,Sabah
Kota Kinabalu,88680,Sabah
Kota Kinabalu,88676,Sabah
Kota Kinabalu,88690,Sabah
Beverly,88700,Sabah
Putatan,88723,Sabah
Putatan,88721,Sabah
Putatan,88724,Sabah
Putatan,88725,Sabah
Putatan,88722,Sabah
Kota Kinabalu,88759,Sabah
Kota Kinabalu,88760,Sabah
Kota Kinabalu,88757,Sabah
Kota Kinabalu,88758,Sabah
Kota Kinabalu,88761,Sabah
Kota Kinabalu,88768,Sabah
Kota Kinabalu,88776,Sabah
Kota Kinabalu,88767,Sabah
Kota Kinabalu,88774,Sabah
Kota Kinabalu,88770,Sabah
Kota Kinabalu,88775,Sabah
Kota Kinabalu,88769,Sabah
Kota Kinabalu,88766,Sabah
Kota Kinabalu,88765,Sabah
Kota Kinabalu,88777,Sabah
Kota Kinabalu,88773,Sabah
Kota Kinabalu,88771,Sabah
Kota Kinabalu,88762,Sabah
Kota Kinabalu,88764,Sabah
Kota Kinabalu,88772,Sabah
Kota Kinabalu,88779,Sabah
Kota Kinabalu,88763,Sabah
Kota Kinabalu,88778,Sabah
Kota Kinabalu,88782,Sabah
Kota Kinabalu,88780,Sabah
Kota Kinabalu,88783,Sabah
Kota Kinabalu,88781,Sabah
Kota Kinabalu,88784,Sabah
Kota Kinabalu,88786,Sabah
Kota Kinabalu,88785,Sabah
Kota Kinabalu,88789,Sabah
Kota Kinabalu,88790,Sabah
Kota Kinabalu,88787,Sabah
Kota Kinabalu,88788,Sabah
Kota Kinabalu,88801,Sabah
Kota Kinabalu,88803,Sabah
Kota Kinabalu,88804,Sabah
Kota Kinabalu,88802,Sabah
Kota Kinabalu,88800,Sabah
Kota Kinabalu,88808,Sabah
Kota Kinabalu,88810,Sabah
Kota Kinabalu,88806,Sabah
Kota Kinabalu,88811,Sabah
Kota Kinabalu,88809,Sabah
Kota Kinabalu,88805,Sabah
Kota Kinabalu,88812,Sabah
Kota Kinabalu,88807,Sabah
Kota Kinabalu,88814,Sabah
Kota Kinabalu,88813,Sabah
Kota Kinabalu,88815,Sabah
Kota Kinabalu,88816,Sabah
Kota Kinabalu,88822,Sabah
Kota Kinabalu,88821,Sabah
Kota Kinabalu,88820,Sabah
Kota Kinabalu,88823,Sabah
Kota Kinabalu,88817,Sabah
Kota Kinabalu,88819,Sabah
Kota Kinabalu,88818,Sabah
Kota Kinabalu,88824,Sabah
Kota Kinabalu,88825,Sabah
Kota Kinabalu,88827,Sabah
Kota Kinabalu,88826,Sabah
Kota Kinabalu,88828,Sabah
Kota Kinabalu,88835,Sabah
Kota Kinabalu,88831,Sabah
Kota Kinabalu,88829,Sabah
Kota Kinabalu,88832,Sabah
Kota Kinabalu,88834,Sabah
Kota Kinabalu,88830,Sabah
Kota Kinabalu,88833,Sabah
Kota Kinabalu,88837,Sabah
Kota Kinabalu,88836,Sabah
Kota Kinabalu,88838,Sabah
Kota Kinabalu,88839,Sabah
Kota Kinabalu,88840,Sabah
Kota Kinabalu,88841,Sabah
Kota Kinabalu,88843,Sabah
Kota Kinabalu,88842,Sabah
Kota Kinabalu,88844,Sabah
Kota Kinabalu,88845,Sabah
Kota Kinabalu,88846,Sabah
Kota Kinabalu,88849,Sabah
Kota Kinabalu,88850,Sabah
Kota Kinabalu,88848,Sabah
Kota Kinabalu,88853,Sabah
Kota Kinabalu,88851,Sabah
Kota Kinabalu,88852,Sabah
Kota Kinabalu,88855,Sabah
Inanam,88857,Sabah
Likas,88856,Sabah
Kota Kinabalu,88854,Sabah
Tanjung Aru,88858,Sabah
Kota Kinabalu,88847,Sabah
Kota Kinabalu,88861,Sabah
Kota Kinabalu,88860,Sabah
Kota Kinabalu,88862,Sabah
Kota Kinabalu,88863,Sabah
Kota Kinabalu,88866,Sabah
Kota Kinabalu,88865,Sabah
Kota Kinabalu,88868,Sabah
Kota Kinabalu,88870,Sabah
Kota Kinabalu,88869,Sabah
Kota Kinabalu,88875,Sabah
Kota Kinabalu,88874,Sabah
Kota Kinabalu,88872,Sabah
Kota Kinabalu,88871,Sabah
Kota Kinabalu,88867,Sabah
Kota Kinabalu,88873,Sabah
Kota Kinabalu,88901,Sabah
Kota Kinabalu,88904,Sabah
Kota Kinabalu,88905,Sabah
Kota Kinabalu,88906,Sabah
Kota Kinabalu,88903,Sabah
Kota Kinabalu,88900,Sabah
Kota Kinabalu,88902,Sabah
Kota Kinabalu,88988,Sabah
Kota Kinabalu,88991,Sabah
Kota Kinabalu,88993,Sabah
Kota Kinabalu,88990,Sabah
Kota Kinabalu,88995,Sabah
Kota Kinabalu,88992,Sabah
Kota Kinabalu,88996,Sabah
Kota Kinabalu,88994,Sabah
Kota Kinabalu,88999,Sabah
Kota Kinabalu,88997,Sabah
Kota Kinabalu,88998,Sabah
Keningau,89000,Sabah
Keningau,89008,Sabah
Keningau,89007,Sabah
Keningau,89009,Sabah
Kudat,89050,Sabah
Kudat,89057,Sabah
Kudat,89058,Sabah
Kudat,89059,Sabah
Kota Marudu,89100,Sabah
Kota Marudu,89109,Sabah
Kota Marudu,89108,Sabah
Kota Marudu,89107,Sabah
Kota Marudu,89130,Sabah
Kota Marudu,89138,Sabah
Kota Marudu,89137,Sabah
Kota Marudu,89139,Sabah
Kota Belud,89150,Sabah
Kota Belud,89157,Sabah
Kota Belud,89159,Sabah
Kota Belud,89158,Sabah
Tuaran,89200,Sabah
Tuaran,89208,Sabah
Tuaran,89207,Sabah
Tuaran,89209,Sabah
Tamparuli,89250,Sabah
Tamparuli,89258,Sabah
Tamparuli,89259,Sabah
Tamparuli,89257,Sabah
Beverly,89260,Sabah
Tenghilan,89260,Sabah
Ranau,89300,Sabah
Ranau,89309,Sabah
Ranau,89308,Sabah
Ranau,89307,Sabah
Ranau ,89320,Sabah
Ranau,89328,Sabah
Ranau,89329,Sabah
Ranau ,89327,Sabah
Ranau,89330,Sabah
Ranau,89338,Sabah
Ranau,89337,Sabah
Ranau,89339,Sabah
Penampang,89500,Sabah
Penampang,89507,Sabah
Penampang,89508,Sabah
Penampang,89509,Sabah
Papar,89600,Sabah
Papar,89607,Sabah
Papar,89608,Sabah
Papar,89609,Sabah
Tambunan,89650,Sabah
Tambunan,89658,Sabah
Tambunan,89657,Sabah
Tambunan,89659,Sabah
Bongawan,89700,Sabah
Bongawan,89708,Sabah
Bongawan,89707,Sabah
Bongawan,89709,Sabah
Membakut,89720,Sabah
Membakut,89727,Sabah
Membakut,89729,Sabah
Membakut,89728,Sabah
Kuala Penyu,89740,Sabah
Kuala Penyu,89747,Sabah
Menumbok,89760,Sabah
Kuala Penyu,89749,Sabah
Kuala Penyu,89748,Sabah
Menumbok,89769,Sabah
Menumbok,89767,Sabah
Menumbok,89768,Sabah
Beaufort,89800,Sabah
Beaufort,89808,Sabah
Beaufort,89807,Sabah
Beaufort,89809,Sabah
Sipitang,89850,Sabah
Sipitang,89857,Sabah
Sipitang,89858,Sabah
Sipitang,89859,Sabah
Tenom,89900,Sabah
Tenom,89907,Sabah
Tenom,89909,Sabah
Tenom,89908,Sabah
Nabawan,89950,Sabah
Nabawan,89959,Sabah
Nabawan,89957,Sabah
Nabawan,89958,Sabah
Sandakan,90009,Sabah
Sandakan,90000,Sabah
Beluran,90109,Sabah
Beluran,90107,Sabah
Beluran,90100,Sabah
Kota Kinabatangan,90200,Sabah
Sandakan,90300,Sabah
Sandakan,90307,Sabah
Pamol,90400,Sabah
Sandakan,90701,Sabah
Sandakan,90700,Sabah
Sandakan,90702,Sabah
Sandakan,90703,Sabah
Sandakan,90704,Sabah
Sandakan,90705,Sabah
Sandakan,90707,Sabah
Sandakan,90706,Sabah
Sandakan,90713,Sabah
Sandakan,90709,Sabah
Sandakan,90711,Sabah
Sandakan,90717,Sabah
Sandakan,90712,Sabah
Sandakan,90708,Sabah
Sandakan,90718,Sabah
Sandakan,90716,Sabah
Sandakan,90720,Sabah
Sandakan,90719,Sabah
Sandakan,90714,Sabah
Sandakan,90722,Sabah
Sandakan,90715,Sabah
Sandakan,90721,Sabah
Sandakan,90723,Sabah
Sandakan,90724,Sabah
Sandakan,90725,Sabah
Sandakan,90731,Sabah
Sandakan,90728,Sabah
Sandakan,90733,Sabah
Sandakan,90729,Sabah
Sandakan,90726,Sabah
Sandakan,90732,Sabah
Sandakan,90730,Sabah
Sandakan,90727,Sabah
Sandakan,90735,Sabah
Sandakan,90736,Sabah
Sandakan,90734,Sabah
Sandakan,90738,Sabah
Sandakan,90737,Sabah
Sandakan,90739,Sabah
Sandakan,90741,Sabah
Sandakan,90740,Sabah
Tawau,91008,Sabah
Tawau,91000,Sabah
Tawau,91007,Sabah
Tawau,91014,Sabah
Tawau,91011,Sabah
Tawau,91009,Sabah
Tawau,91010,Sabah
Tawau,91012,Sabah
Tawau,91013,Sabah
Tawau,91015,Sabah
Tawau,91019,Sabah
Tawau,91017,Sabah
Tawau,91018,Sabah
Tawau,91022,Sabah
Tawau,91021,Sabah
Tawau,91024,Sabah
Tawau,91027,Sabah
Tawau,91026,Sabah
Tawau,91028,Sabah
Tawau,91020,Sabah
Tawau,91023,Sabah
Tawau,91029,Sabah
Tawau,91016,Sabah
Tawau,91034,Sabah
Tawau,91031,Sabah
Tawau,91025,Sabah
Tawau,91030,Sabah
Tawau,91035,Sabah
Tawau,91032,Sabah
Tawau,91033,Sabah
Lahad Datu,91100,Sabah
Lahad Datu,91112,Sabah
Lahad Datu,91111,Sabah
Lahad Datu,91109,Sabah
Lahad Datu,91113,Sabah
Lahad Datu,91114,Sabah
Lahad Datu,91115,Sabah
Lahad Datu,91118,Sabah
Lahad Datu,91116,Sabah
Lahad Datu,91110,Sabah
Lahad Datu,91120,Sabah
Lahad Datu,91117,Sabah
Lahad Datu,91119,Sabah
Lahad Datu,91121,Sabah
Lahad Datu,91123,Sabah
Lahad Datu,91124,Sabah
Lahad Datu,91122,Sabah
Lahad Datu,91125,Sabah
Lahad Datu,91126,Sabah
Lahad Datu,91128,Sabah
Lahad Datu,91127,Sabah
Lahad Datu,91150,Sabah
Kunak,91200,Sabah
Kunak,91209,Sabah
Kunak,91207,Sabah
Semporna,91300,Sabah
Semporna,91309,Sabah
Semporna,91308,Sabah
Semporna,91307,Sabah
Kuching,93000,Sarawak
Kuching,93010,Sarawak
Kuching,93050,Sarawak
Kuching,93100,Sarawak
Kuching,93150,Sarawak
Kuching,93200,Sarawak
Kuching,93250,Sarawak
Kuching,93300,Sarawak
Kuching,93350,Sarawak
Kuching,93400,Sarawak
Kuching,93450,Sarawak
Kuching,93500,Sarawak
Kuching,93504,Sarawak
Kuching,93505,Sarawak
Kuching,93507,Sarawak
Kuching,93503,Sarawak
Kuching,93502,Sarawak
Kuching,93508,Sarawak
Kuching,93516,Sarawak
Kuching,93514,Sarawak
Kuching,93517,Sarawak
Kuching,93506,Sarawak
Kuching,93519,Sarawak
Kuching,93520,Sarawak
Kuching,93532,Sarawak
Kuching,93518,Sarawak
Kuching,93527,Sarawak
Kuching,93529,Sarawak
Kuching,93540,Sarawak
Kuching,93550,Sarawak
Kuching,93551,Sarawak
Kuching,93554,Sarawak
Kuching,93552,Sarawak
Kuching,93558,Sarawak
Kuching,93560,Sarawak
Kuching,93564,Sarawak
Kuching,93566,Sarawak
Kuching,93572,Sarawak
Kuching,93556,Sarawak
Kuching,93578,Sarawak
Kuching,93570,Sarawak
Kuching,93576,Sarawak
Kuching,93582,Sarawak
Kuching,93586,Sarawak
Kuching,93590,Sarawak
Kuching,93592,Sarawak
Kuching,93596,Sarawak
Kuching,93594,Sarawak
Kuching,93600,Sarawak
Kuching,93604,Sarawak
Kuching,93608,Sarawak
Kuching,93610,Sarawak
Kuching,93609,Sarawak
Kuching,93606,Sarawak
Kuching,93614,Sarawak
Kuching,93618,Sarawak
Kuching,93628,Sarawak
Kuching,93632,Sarawak
Kuching,93612,Sarawak
Kuching,93626,Sarawak
Kuching,93634,Sarawak
Kuching,93620,Sarawak
Kuching,93619,Sarawak
Kuching,93648,Sarawak
Kuching,93658,Sarawak
Kuching,93661,Sarawak
Kuching,93662,Sarawak
Kuching,93670,Sarawak
Kuching,93672,Sarawak
Kuching,93660,Sarawak
Kuching,93690,Sarawak
Kuching,93677,Sarawak
Kuching,93694,Sarawak
Kuching,93700,Sarawak
Kuching,93704,Sarawak
Kuching,93708,Sarawak
Kuching,93712,Sarawak
Kuching,93710,Sarawak
Kuching,93702,Sarawak
Kuching,93706,Sarawak
Kuching,93714,Sarawak
Kuching,93720,Sarawak
Kuching,93724,Sarawak
Kuching,93722,Sarawak
Kuching,93716,Sarawak
Kuching,93718,Sarawak
Kuching,93726,Sarawak
Kuching,93732,Sarawak
Kuching,93728,Sarawak
Kuching,93730,Sarawak
Kuching,93736,Sarawak
Kuching,93734,Sarawak
Kuching,93738,Sarawak
Kuching,93740,Sarawak
Kuching,93744,Sarawak
Kuching,93742,Sarawak
Kuching,93748,Sarawak
Kuching,93752,Sarawak
Kuching,93750,Sarawak
Kuching,93754,Sarawak
Kuching,93760,Sarawak
Kuching,93758,Sarawak
Kuching,93746,Sarawak
Kuching,93764,Sarawak
Kuching,93762,Sarawak
Kuching,93756,Sarawak
Kuching,93902,Sarawak
Kuching,93908,Sarawak
Kuching,93900,Sarawak
Kuching,93904,Sarawak
Kuching,93910,Sarawak
Kuching,93906,Sarawak
Kuching,93914,Sarawak
Kuching,93916,Sarawak
Kuching,93912,Sarawak
Kuching,93990,Sarawak
Bau,94007,Sarawak
Bau,94000,Sarawak
Bau,94009,Sarawak
Lundu,94111,Sarawak
Siburan,94200,Sarawak
Kota Samarahan,94300,Sarawak
Lundu,94500,Sarawak
Lundu,94507,Sarawak
Lundu,94509,Sarawak
Asajaya,94600,Sarawak
Kabong,94650,Sarawak
Serian,94700,Sarawak
Serian,94707,Sarawak
Serian,94709,Sarawak
Serian,94750,Sarawak
Serian,94760,Sarawak
Simunjan,94807,Sarawak
Simunjan,94800,Sarawak
Simunjan,94809,Sarawak
Sebuyau,94850,Sarawak
Lingga,94900,Sarawak
Pusa,94950,Sarawak
Sri Aman,95000,Sarawak
Sri Aman,95007,Sarawak
Sri Aman,95009,Sarawak
Sri Aman,95008,Sarawak
Roban,95300,Sarawak
Saratok,95400,Sarawak
Saratok,95409,Sarawak
Saratok,95407,Sarawak
Debak,95500,Sarawak
Spaoh,95600,Sarawak
Betong,95700,Sarawak
Betong,95707,Sarawak
Betong,95709,Sarawak
Engkilili,95800,Sarawak
Lubok Antu,95900,Sarawak
Sibu,96007,Sarawak
Sibu Jaya,96010,Sarawak
Sibu,96008,Sarawak
Sibu,96009,Sarawak
Sibu,96000,Sarawak
Sarikei,96100,Sarawak
Sarikei,96107,Sarawak
Sarikei,96108,Sarawak
Sarikei,96109,Sarawak
Belawai,96150,Sarawak
Daro,96200,Sarawak
Matu,96250,Sarawak
Dalat,96300,Sarawak
Dalat,96307,Sarawak
Dalat,96309,Sarawak
Balingian,96350,Sarawak
Mukah,96400,Sarawak
Mukah,96410,Sarawak
Bintangor,96500,Sarawak
Bintangor,96508,Sarawak
Bintangor,96507,Sarawak
Bintangor,96509,Sarawak
Julau,96600,Sarawak
Kanowit,96700,Sarawak
Kanowit,96709,Sarawak
Kanowit,96707,Sarawak
Kapit,96800,Sarawak
Kapit,96809,Sarawak
Kapit,96807,Sarawak
Song,96850,Sarawak
Belaga,96900,Sarawak
Belaga ,96950,Sarawak
Belaga,96950,Sarawak
Bintulu,97000,Sarawak
Bintulu,97008,Sarawak
Bintulu,97007,Sarawak
Bintulu,97009,Sarawak
Bintulu,97010,Sarawak
Bintulu,97011,Sarawak
Bintulu,97012,Sarawak
Bintulu,97013,Sarawak
Bintulu,97014,Sarawak
Bintulu,97015,Sarawak
Sebauh,97100,Sarawak
Tatau,97200,Sarawak
Bintulu,97300,Sarawak
Miri,98000,Sarawak
Miri,98009,Sarawak
Miri,98007,Sarawak
Miri,98008,Sarawak
Baram,98050,Sarawak
Baram,98057,Sarawak
Baram,98058,Sarawak
Baram,98060,Sarawak
Baram ,98060,Sarawak
Baram,98059,Sarawak
Pusat Mel Miri,98070,Sarawak
Lutong,98100,Sarawak
Lutong,98109,Sarawak
Lutong,98107,Sarawak
Bekenu,98150,Sarawak
Bekenu,98159,Sarawak
Bekenu,98157,Sarawak
Niah,98200,Sarawak
Long Lama,98300,Sarawak
Limbang,98700,Sarawak
Limbang,98708,Sarawak
Limbang,98709,Sarawak
Limbang,98707,Sarawak
Nanga Medamit,98750,Sarawak
Sundar,98800,Sarawak
Lawas,98859,Sarawak
Lawas,98857,Sarawak
Lawas,98850,Sarawak
Seremban,70000,Negeri_Sembilan
Seremban,70100,Negeri_Sembilan
Seremban,70200,Negeri_Sembilan
Seremban,70300,Negeri_Sembilan
Seremban,70400,Negeri_Sembilan
Seremban,70450,Negeri_Sembilan
Seremban ,70450,Negeri_Sembilan
Seremban,70503,Negeri_Sembilan
Seremban,70500,Negeri_Sembilan
Seremban,70502,Negeri_Sembilan
Seremban,70504,Negeri_Sembilan
Seremban,70512,Negeri_Sembilan
Seremban,70508,Negeri_Sembilan
Seremban,70505,Negeri_Sembilan
Seremban,70506,Negeri_Sembilan
Seremban,70517,Negeri_Sembilan
Seremban,70516,Negeri_Sembilan
Seremban,70518,Negeri_Sembilan
Seremban,70532,Negeri_Sembilan
Seremban,70540,Negeri_Sembilan
Seremban,70534,Negeri_Sembilan
Seremban,70536,Negeri_Sembilan
Seremban,70546,Negeri_Sembilan
Seremban,70550,Negeri_Sembilan
Seremban,70548,Negeri_Sembilan
Seremban,70551,Negeri_Sembilan
Seremban,70560,Negeri_Sembilan
Seremban,70570,Negeri_Sembilan
